uninumbr,namefull,namebr,addresbr,citybr,stalpbr,zipbr,cntynamb,asset,depdom,depsumbr,bkclass,bkmo,brnum,brsertyp,cert,charter,clcode,regagnt,specdesc
230972,"Wells Fargo Bank, National Association",Redan Village Branch,4798 Redan Road,Stone Mountain,GA,30088,DeKalb,1731937000,1237791000,35833,N,0,7074,11,03511,Fed,3,OCC,All Other > $1 Billion
191398,"Wells Fargo Bank, National Association",Memorial Dekalb Branch,4820 Memorial Drive,Stone Mountain,GA,30083,DeKalb,1731937000,1237791000,140652,N,0,8450,11,03511,Fed,3,OCC,All Other > $1 Billion
013877,"Wells Fargo Bank, National Association",Chapel Square Branch,4825 Flat Shoals Pkwy,Decatur,GA,30034,DeKalb,1731937000,1237791000,91040,N,0,7072,11,03511,Fed,3,OCC,All Other > $1 Billion
012882,"Wells Fargo Bank, National Association",Mableton Branch,5010 Floyd Rd,Mableton,GA,30126,Cobb,1731937000,1237791000,128250,N,0,7084,11,03511,Fed,3,OCC,All Other > $1 Billion
540607,"Wells Fargo Bank, National Association",Dacula Branch,505 Dacula Rd,Dacula,GA,30019,Gwinnett,1731937000,1237791000,10127,N,0,10090,12,03511,Fed,3,OCC,All Other > $1 Billion
191423,"Wells Fargo Bank, National Association",Old National Branch,5060 Old Bill Cook Road,College Park,GA,30349,Fulton,1731937000,1237791000,62358,N,0,8459,11,03511,Fed,3,OCC,All Other > $1 Billion
443256,"Wells Fargo Bank, National Association",United Drive Branch,5300 United Drive,Smyrna,GA,30082,Cobb,1731937000,1237791000,61943,N,0,9323,11,03511,Fed,3,OCC,All Other > $1 Billion
472073,"Wells Fargo Bank, National Association",Parkway Village Branch,5390 Hwy 92,Fairburn,GA,30213,Fulton,1731937000,1237791000,18863,N,0,9798,11,03511,Fed,3,OCC,All Other > $1 Billion
249548,"Wells Fargo Bank, National Association",Jimmy Carter Boulevard Branch,5405 Jimmy Carter Boulevard,Norcross,GA,30093,Gwinnett,1731937000,1237791000,70849,N,0,7081,11,03511,Fed,3,OCC,All Other > $1 Billion
191402,"Wells Fargo Bank, National Association",Chamblee Peachtree Industrial Branch,5425 Peachtree Boulevard,Chamblee,GA,30341,DeKalb,1731937000,1237791000,87576,N,0,8452,11,03511,Fed,3,OCC,All Other > $1 Billion
046668,"Wells Fargo Bank, National Association",North Henry Branch,5490 North Henry Boulevard,Stockbridge,GA,30281,Henry,1731937000,1237791000,111081,N,0,8512,11,03511,Fed,3,OCC,All Other > $1 Billion
249544,"Wells Fargo Bank, National Association",Lilburn Crossing Branch,5505 Lawrenceville Highway,Lilburn,GA,30047,Gwinnett,1731937000,1237791000,139114,N,0,7078,11,03511,Fed,3,OCC,All Other > $1 Billion
250363,"Wells Fargo Bank, National Association",Peachtree Corners Branch,5525 Peachtree Parkway,Norcross,GA,30092,Gwinnett,1731937000,1237791000,216153,N,0,7127,11,03511,Fed,3,OCC,All Other > $1 Billion
191418,"Wells Fargo Bank, National Association",Powers Ferry Crossing Branch,5555 New Northside Dr,Atlanta,GA,30339,Fulton,1731937000,1237791000,99210,N,0,8457,11,03511,Fed,3,OCC,All Other > $1 Billion
443244,"Wells Fargo Bank, National Association",North Point Parkway Branch,5750 North Point Pkwy,Alpharetta,GA,30022,Fulton,1731937000,1237791000,64096,N,0,9312,11,03511,Fed,3,OCC,All Other > $1 Billion
276790,"Wells Fargo Bank, National Association",Doraville Branch,5772 Buford Highway,Doraville,GA,30340,DeKalb,1731937000,1237791000,126522,N,0,7138,11,03511,Fed,3,OCC,All Other > $1 Billion
250374,"Wells Fargo Bank, National Association",Medlock Bridge Branch,5825 State Bridge Road,Duluth,GA,30097,Fulton,1731937000,1237791000,111138,N,0,7160,11,03511,Fed,3,OCC,All Other > $1 Billion
237880,"Wells Fargo Bank, National Association",Hapeville Branch,590 South Central Avenue,Hapeville,GA,30354,Fulton,1731937000,1237791000,62861,N,0,7075,11,03511,Fed,3,OCC,All Other > $1 Billion
570714,"Wells Fargo Bank, National Association",Atlanta Airport,6000 N Terminal Parkway,Atlanta,GA,30320,Fulton,1731937000,1237791000,440,N,0,10293,11,03511,Fed,3,OCC,All Other > $1 Billion
041958,"Wells Fargo Bank, National Association",Marietta Main Branch,602 Roswell Street,Marietta,GA,30060,Cobb,1731937000,1237791000,90052,N,0,7154,11,03511,Fed,3,OCC,All Other > $1 Billion
440803,"Wells Fargo Bank, National Association",Governors Town Square Branch,6060 Cedarcrest Road N.W.,Acworth,GA,30101,Cobb,1731937000,1237791000,36629,N,0,9283,11,03511,Fed,3,OCC,All Other > $1 Billion
276779,"Wells Fargo Bank, National Association",Stone Mountain Memorial Branch,6063 Memorial Drive,Stone Mountain,GA,30083,DeKalb,1731937000,1237791000,55772,N,0,7134,11,03511,Fed,3,OCC,All Other > $1 Billion
191388,"Wells Fargo Bank, National Association",West End Branch,612 Lee Street Sw,Atlanta,GA,30310,Fulton,1731937000,1237791000,55675,N,0,8446,11,03511,Fed,3,OCC,All Other > $1 Billion
013587,"Wells Fargo Bank, National Association",Norcross Branch,6155 South Buford Highway,Norcross,GA,30071,Gwinnett,1731937000,1237791000,59658,N,0,7077,11,03511,Fed,3,OCC,All Other > $1 Billion
185976,"Wells Fargo Bank, National Association",Windward Branch,6175 Windward Parkway,Alpharetta,GA,30005,Fulton,1731937000,1237791000,119302,N,0,8760,11,03511,Fed,3,OCC,All Other > $1 Billion
017619,"Wells Fargo Bank, National Association",Fayetteville Branch,620 Jeff Davis Drive,Fayetteville,GA,30214,Fayette,1731937000,1237791000,137916,N,0,8492,11,03511,Fed,3,OCC,All Other > $1 Billion
265808,"Wells Fargo Bank, National Association",Douglasville Branch,6300 Arbor Place Blvd,Douglasville,GA,30135,Douglas,1731937000,1237791000,78991,N,0,7152,11,03511,Fed,3,OCC,All Other > $1 Billion
265787,"Wells Fargo Bank, National Association",Sandy Springs Branch,"6300 Roswell Road, Ne",Atlanta,GA,30328,Fulton,1731937000,1237791000,248208,N,0,7146,11,03511,Fed,3,OCC,All Other > $1 Billion
265791,"Wells Fargo Bank, National Association",Morrow Branch,6389 Jonesboro Road,Morrow,GA,30260,Clayton,1731937000,1237791000,85701,N,0,7148,11,03511,Fed,3,OCC,All Other > $1 Billion
191391,"Wells Fargo Bank, National Association",Tech Parkway Branch,645 State Street,Atlanta,GA,30313,Fulton,1731937000,1237791000,210064,N,0,8448,11,03511,Fed,3,OCC,All Other > $1 Billion
191386,"Wells Fargo Bank, National Association",Midtown Place Branch,"650 Ponce De Leon Avenue, Ne",Atlanta,GA,30308,Fulton,1731937000,1237791000,79384,N,0,8445,11,03511,Fed,3,OCC,All Other > $1 Billion
013712,"Wells Fargo Bank, National Association",Riverdale Plaza Branch,6626 Highway 85,Riverdale,GA,30274,Clayton,1731937000,1237791000,75102,N,0,9070,11,03511,Fed,3,OCC,All Other > $1 Billion
191419,"Wells Fargo Bank, National Association",Lithonia Crossing Branch,6756 Covington Hwy,Lithonia,GA,30058,DeKalb,1731937000,1237791000,82423,N,0,8458,11,03511,Fed,3,OCC,All Other > $1 Billion
250365,"Wells Fargo Bank, National Association",Steve Reynolds Branch,700 Hampton Green,Duluth,GA,30096,Gwinnett,1731937000,1237791000,108233,N,0,7129,11,03511,Fed,3,OCC,All Other > $1 Billion
191495,"Wells Fargo Bank, National Association",North Point Mall Branch,7001 North Point Parkway,Alpharetta,GA,30022,Fulton,1731937000,1237791000,535651,N,0,8509,11,03511,Fed,3,OCC,All Other > $1 Billion
253202,"Wells Fargo Bank, National Association",Peachtree City Branch,703 Crossings West,Peachtree City,GA,30269,Fayette,1731937000,1237791000,149543,N,0,7093,11,03511,Fed,3,OCC,All Other > $1 Billion
225418,"Wells Fargo Bank, National Association",Park 54 Branch,7155 Jonesboro Road,Morrow,GA,30260,Clayton,1731937000,1237791000,19614,N,0,9074,11,03511,Fed,3,OCC,All Other > $1 Billion
191410,"Wells Fargo Bank, National Association",Emory Branch,"725 Houston Mill Road, N.E.",Atlanta,GA,30329,DeKalb,1731937000,1237791000,132210,N,0,8454,11,03511,Fed,3,OCC,All Other > $1 Billion
265837,"Wells Fargo Bank, National Association",West Marietta Branch,761 Powder Springs Rd Sw,Marietta,GA,30064,Cobb,1731937000,1237791000,42957,N,0,7155,11,03511,Fed,3,OCC,All Other > $1 Billion
242482,"Wells Fargo Bank, National Association",Kennestone Branch,827 Church Street Extension,Marietta,GA,30060,Cobb,1731937000,1237791000,63311,N,0,7076,11,03511,Fed,3,OCC,All Other > $1 Billion
014992,"Wells Fargo Bank, National Association",Summit Point Branch,830 Glynn Street S,Fayetteville,GA,30214,Fayette,1731937000,1237791000,79509,N,0,7092,11,03511,Fed,3,OCC,All Other > $1 Billion
191463,"Wells Fargo Bank, National Association",Barrett Parkway Branch,850 Barrett Parkway,Kennesaw,GA,30144,Cobb,1731937000,1237791000,129027,N,0,8495,11,03511,Fed,3,OCC,All Other > $1 Billion
290126,"Wells Fargo Bank, National Association",King Road Branch,850 Woodstock Road,Roswell,GA,30075,Fulton,1731937000,1237791000,196472,N,0,8208,11,03511,Fed,3,OCC,All Other > $1 Billion
270436,"Wells Fargo Bank, National Association",Keys Ferry Branch,87 Keys Ferry Street,Mcdonough,GA,30253,Henry,1731937000,1237791000,42718,N,0,9081,11,03511,Fed,3,OCC,All Other > $1 Billion
250377,"Wells Fargo Bank, National Association",Roswell Rd At Dunwoody Place Branch,8721 Roswell Road N.E.,Atlanta,GA,30350,Fulton,1731937000,1237791000,84918,N,0,7163,11,03511,Fed,3,OCC,All Other > $1 Billion
191500,"Wells Fargo Bank, National Association",Merton Walk Branch,901 Duluth Highway,Lawrenceville,GA,30043,Gwinnett,1731937000,1237791000,139187,N,0,8513,11,03511,Fed,3,OCC,All Other > $1 Billion
250371,"Wells Fargo Bank, National Association",West End - University Branch,921 Ralph David Abernathy Boulevard,Atlanta,GA,30310,Fulton,1731937000,1237791000,26255,N,0,7159,11,03511,Fed,3,OCC,All Other > $1 Billion
361593,"Wells Fargo Bank, National Association",Midtown Remote Mb Branch,"930 Juniper Street, Ne",Atlanta,GA,30309,Fulton,1731937000,1237791000,3130,N,0,8267,23,03511,Fed,3,OCC,All Other > $1 Billion
270432,"Wells Fargo Bank, National Association",Virginia Highlands Branch,"979 Virginia Avenue, N.E.",Atlanta,GA,30306,Fulton,1731937000,1237791000,107644,N,0,9079,11,03511,Fed,3,OCC,All Other > $1 Billion
356719,"Wells Fargo Bank, National Association",Kedron Village Branch,993 North Peachtree Parkway,Peachtree City,GA,30269,Fayette,1731937000,1237791000,99071,N,0,8213,11,03511,Fed,3,OCC,All Other > $1 Billion
013843,"Wells Fargo Bank, National Association",Midtown Branch,999 Peachtree Street Ne Suite 100,Atlanta,GA,30309,Fulton,1731937000,1237791000,4623974,N,0,7071,11,03511,Fed,3,OCC,All Other > $1 Billion
191425,"Wells Fargo Bank, National Association",Cnn Center Omni Branch,One Cnn Center Suite 219,Atlanta,GA,30303,Fulton,1731937000,1237791000,19743,N,0,8460,12,03511,Fed,3,OCC,All Other > $1 Billion
423391,"PNC Bank, National Association",Pavilion Branch,100 Beckett Lane,Fayetteville,GA,30214,Fayette,361210826,257675713,18626,N,0,4124,11,06384,Fed,3,OCC,Commercial Lending
520058,"PNC Bank, National Association",Suwanee Peachtree Industrial Branch,1001 Peachtree Industrial Blvd,Suwanee,GA,30024,Gwinnett,361210826,257675713,41128,N,0,3906,11,06384,Fed,3,OCC,Commercial Lending
423392,"PNC Bank, National Association",Huntcrest Branch,1034 Old Peachtree Road,Lawrenceville,GA,30043,Gwinnett,361210826,257675713,25898,N,0,4125,11,06384,Fed,3,OCC,Commercial Lending
570355,"PNC Bank, National Association",12th And Peachtree Branch,"1075 Peachtree St Ne, Suite 1e",Atlanta,GA,30309,Fulton,361210826,257675713,7503,N,0,4429,11,06384,Fed,3,OCC,Commercial Lending
455994,"PNC Bank, National Association",Perimeter Center West Branch,125 Perimeter Center West,Atlanta,GA,30346,DeKalb,361210826,257675713,26378,N,0,4165,11,06384,Fed,3,OCC,Commercial Lending
424299,"PNC Bank, National Association",Windward Parkway Branch,12885 Highway 9,Alpharetta,GA,30004,Fulton,361210826,257675713,32241,N,0,4127,11,06384,Fed,3,OCC,Commercial Lending
282611,"PNC Bank, National Association",Mansell Road Branch,1500 Mansell Road,Alpharetta,GA,30004,Fulton,361210826,257675713,29878,N,0,4091,11,06384,Fed,3,OCC,Commercial Lending
045815,"PNC Bank, National Association",Morrow Branch,1585 Southlake Parkway,Morrow,GA,30260,Clayton,361210826,257675713,27340,N,0,4095,11,06384,Fed,3,OCC,Commercial Lending
363258,"PNC Bank, National Association",Mount Vernon Branch,1636 Mount Vernon Road,Dunwoody,GA,30338,DeKalb,361210826,257675713,65544,N,0,4257,11,06384,Fed,3,OCC,Commercial Lending
585864,"PNC Bank, National Association",Kennesaw Branch,"1925 Cobb Parkway, Suite 100",Kennesaw,GA,30152,Cobb,361210826,257675713,654,N,0,4468,11,06384,Fed,3,OCC,Commercial Lending
424177,"PNC Bank, National Association",Mcdonough Main Branch,210 Jonesboro Road,Mcdonough,GA,30253,Henry,361210826,257675713,7585,N,0,4126,11,06384,Fed,3,OCC,Commercial Lending
043755,"PNC Bank, National Association",Tucker Federal Bank Branch,2355 Main Street,Tucker,GA,30084,DeKalb,361210826,257675713,74645,N,0,4087,11,06384,Fed,3,OCC,Commercial Lending
520050,"PNC Bank, National Association",Atlanta Piedmont #1,"2450 Piedmont Rd Ne, Suite 190",Atlanta,GA,30324,Fulton,361210826,257675713,10532,N,0,3899,11,06384,Fed,3,OCC,Commercial Lending
282616,"PNC Bank, National Association",Odum Street Branch,2550 Odum Street,Snellville,GA,30078,Gwinnett,361210826,257675713,45541,N,0,4097,11,06384,Fed,3,OCC,Commercial Lending
562827,"PNC Bank, National Association",Cleveland Ave @ Kroger Branch,2685 Metropolitan Parkway Sw,Atlanta,GA,30315,Fulton,361210826,257675713,1997,N,0,4413,11,06384,Fed,3,OCC,Commercial Lending
282609,"PNC Bank, National Association",2710 Wesley Chapel Road Branch,2710 Wesley Chapel Road,Decatur,GA,30034,DeKalb,361210826,257675713,20297,N,0,4090,11,06384,Fed,3,OCC,Commercial Lending
455993,"PNC Bank, National Association",Chastain Meadows Branch,2743 Chastain Meadows Parkway,Marietta,GA,30066,Cobb,361210826,257675713,26008,N,0,4164,11,06384,Fed,3,OCC,Commercial Lending
561246,"PNC Bank, National Association",Alpharetta Avalon Branch,2810 Old Milton Parkway,Alpharetta,GA,30009,Fulton,361210826,257675713,8929,N,0,4412,11,06384,Fed,3,OCC,Commercial Lending
583307,"PNC Bank, National Association",Greenbriar Mall Branch,2841 Peachtree Parkway Suite 110,Atlanta,GA,30305,Fulton,361210826,257675713,514,N,0,4465,11,06384,Fed,3,OCC,Commercial Lending
430242,"PNC Bank, National Association",Newnan Branch,2904 Sharpsburg Mccullum Road,Newnan,GA,30265,Coweta,361210826,257675713,22134,N,0,4186,11,06384,Fed,3,OCC,Commercial Lending
478457,"PNC Bank, National Association",Gwinnett Branch,291 Gwinnett Drive,Lawrenceville,GA,30045,Gwinnett,361210826,257675713,30246,N,0,4325,11,06384,Fed,3,OCC,Commercial Lending
259844,"PNC Bank, National Association",Austell Branch,2913 Veterans Memorial Highway,Austell,GA,30168,Cobb,361210826,257675713,18425,N,0,4253,11,06384,Fed,3,OCC,Commercial Lending
492534,"PNC Bank, National Association",N Druid Hills Branch,"2920 N. Druid Hills Road., Ne",Atlanta,GA,30329,DeKalb,361210826,257675713,22894,N,0,3891,11,06384,Fed,3,OCC,Commercial Lending
463359,"PNC Bank, National Association",Atlanta - Pharr Road Branch,293 Pharr Road,Atlanta,GA,30305,Fulton,361210826,257675713,68314,N,0,4190,11,06384,Fed,3,OCC,Commercial Lending
567007,"PNC Bank, National Association",Sandy Plains Branch,2981 Shallowford Road,Marietta,GA,30066,Cobb,361210826,257675713,33823,N,0,4421,11,06384,Fed,3,OCC,Commercial Lending
429682,"PNC Bank, National Association",Marietta Office Branch,31 Atlanta Street Se,Marietta,GA,30060,Cobb,361210826,257675713,6392,N,0,4256,11,06384,Fed,3,OCC,Commercial Lending
574225,"PNC Bank, National Association",Buckhead Branch,3146 Peachtree Road N.W.,Atlanta,GA,30305,Fulton,361210826,257675713,6959,N,0,4445,11,06384,Fed,3,OCC,Commercial Lending
457011,"PNC Bank, National Association",The Depot Branch,3151 Lawrenceville - Suwanee Rd.,Suwanee,GA,30024,Gwinnett,361210826,257675713,11860,N,0,4171,11,06384,Fed,3,OCC,Commercial Lending
450359,"PNC Bank, National Association",Cumberland Galleria Branch,"3155 Cobb Parkway Southeast, Suite 100",Atlanta,GA,30339,Cobb,361210826,257675713,38624,N,0,4157,11,06384,Fed,3,OCC,Commercial Lending
279842,"PNC Bank, National Association",Old Alabama Road,3290 Old Alabama Road,Alpharetta,GA,30022,Fulton,361210826,257675713,23611,N,0,4184,11,06384,Fed,3,OCC,Commercial Lending
440536,"PNC Bank, National Association",Hamilton Mill Branch,3350 Brasselton Highway,Dacula,GA,30019,Gwinnett,361210826,257675713,31995,N,0,4154,11,06384,Fed,3,OCC,Commercial Lending
520047,"PNC Bank, National Association","Acworth, Ga Branch",3402 Cobb Parkway Nw,Acworth,GA,30101,Cobb,361210826,257675713,28496,N,0,3896,11,06384,Fed,3,OCC,Commercial Lending
466274,"PNC Bank, National Association",West Cobb Branch,3685 Dallas Highway,Marietta,GA,30064,Cobb,361210826,257675713,18806,N,0,4228,11,06384,Fed,3,OCC,Commercial Lending
462059,"PNC Bank, National Association",Powder Springs Branch,3720 New Macland Rd,Powder Springs,GA,30127,Cobb,361210826,257675713,19982,N,0,3887,11,06384,Fed,3,OCC,Commercial Lending
462022,"PNC Bank, National Association",Duluth Branch,3750 Old Norcross Road,Duluth,GA,30096,Gwinnett,361210826,257675713,22465,N,0,3884,11,06384,Fed,3,OCC,Commercial Lending
520053,"PNC Bank, National Association",Lilburn Branch,4014 Lawrenceville Hwy Nw,Lilburn,GA,30047,Gwinnett,361210826,257675713,8807,N,0,3902,11,06384,Fed,3,OCC,Commercial Lending
423357,"PNC Bank, National Association",Stockbridge Branch,410 Country Club Drive,Stockbridge,GA,30281,Henry,361210826,257675713,25269,N,0,4112,11,06384,Fed,3,OCC,Commercial Lending
279834,"PNC Bank, National Association",Marietta - Woodlawn Branch,4244 Roswell Rd,Marietta,GA,30062,Cobb,361210826,257675713,37794,N,0,4183,11,06384,Fed,3,OCC,Commercial Lending
456029,"PNC Bank, National Association",Governor's Town Club Branch,4408 Cobb Parkway,Acworth,GA,30101,Cobb,361210826,257675713,14741,N,0,4167,11,06384,Fed,3,OCC,Commercial Lending
428706,"PNC Bank, National Association",Highlands Park Branch,4500 South Cobb Drive,Smyrna,GA,30080,Cobb,361210826,257675713,23891,N,0,4137,11,06384,Fed,3,OCC,Commercial Lending
039683,"PNC Bank, National Association",4650 Jonesboro Road Branch,4650 Jonesboro Road,Union City,GA,30291,Fulton,361210826,257675713,13216,N,0,4093,11,06384,Fed,3,OCC,Commercial Lending
520052,"PNC Bank, National Association",Lawrenceville - Old Norcross Branch,4780 Sugarloaf Pkwy,Lawrenceville,GA,30044,Gwinnett,361210826,257675713,17737,N,0,3901,11,06384,Fed,3,OCC,Commercial Lending
282605,"PNC Bank, National Association",4855 Briarcliff Road Branch,4855 Briarcliff Road Ne,Atlanta,GA,30345,DeKalb,361210826,257675713,36788,N,0,4088,11,06384,Fed,3,OCC,Commercial Lending
520054,"PNC Bank, National Association",Norcross Peachtree Industrial Branch,4875 Peachtree Industrial Blvd,Norcross,GA,30092,Gwinnett,361210826,257675713,33117,N,0,3903,11,06384,Fed,3,OCC,Commercial Lending
492536,"PNC Bank, National Association",Marietta Branch,4895 Lower Roswell Road Ne,Marietta,GA,30068,Cobb,361210826,257675713,23939,N,0,3893,11,06384,Fed,3,OCC,Commercial Lending
282612,"PNC Bank, National Association",Indian Trail Road Branch,494 Indian Trial Road,Lilburn,GA,30047,Gwinnett,361210826,257675713,67819,N,0,4092,11,06384,Fed,3,OCC,Commercial Lending
462014,"PNC Bank, National Association",Marietta Branch,50 S Marietta Pkwy Sw,Marietta,GA,30064,Cobb,361210826,257675713,7490,N,0,3882,11,06384,Fed,3,OCC,Commercial Lending
563183,"PNC Bank, National Association",Peachtree Corners Branch,"5130 Peachtree Parkway, Suite 200",Peachtree Corners,GA,30092,Gwinnett,361210826,257675713,9126,N,0,4418,11,06384,Fed,3,OCC,Commercial Lending
432317,"PNC Bank, National Association",Flynn Crossing Branch,5320 Flynn Crossing Drive,Alpharetta,GA,30005,Fulton,361210826,257675713,52193,N,0,4143,11,06384,Fed,3,OCC,Commercial Lending
282606,"PNC Bank, National Association",5424 Buford Highway Branch,5424 Buford Highway,Doraville,GA,30340,DeKalb,361210826,257675713,19642,N,0,4089,11,06384,Fed,3,OCC,Commercial Lending
279830,"PNC Bank, National Association",Powers Ferry Landing Branch,"5430 New Northside Drive, Suite 100",Atlanta,GA,30339,Fulton,361210826,257675713,19535,N,0,4180,11,06384,Fed,3,OCC,Commercial Lending
494461,"PNC Bank, National Association",Atlanta-Prado Branch,5640 Roswell Road Ne,Sandy Springs,GA,30342,Fulton,361210826,257675713,24011,N,0,4334,11,06384,Fed,3,OCC,Commercial Lending
357853,"PNC Bank, National Association",Douglasville Branch,6125 Professional Pkwy,Douglasville,GA,30134,Douglas,361210826,257675713,14879,N,0,4254,11,06384,Fed,3,OCC,Commercial Lending
474181,"PNC Bank, National Association",Mableton Fontaine Road Branch,620 Fontaine Road,Mableton,GA,30126,Cobb,361210826,257675713,56469,N,0,4244,11,06384,Fed,3,OCC,Commercial Lending
492535,"PNC Bank, National Association",Holocomb Bridge Branch,675 Holcoomb Bridge Road,Roswell,GA,30076,Fulton,361210826,257675713,18879,N,0,3892,11,06384,Fed,3,OCC,Commercial Lending
431167,"PNC Bank, National Association",Rockbridge Square Branch,7231 Rockbridge Road,Lithonia,GA,30058,DeKalb,361210826,257675713,10118,N,0,4142,11,06384,Fed,3,OCC,Commercial Lending
425252,"PNC Bank, National Association",Cyntergy-Midtown Branch,"75 Fifth Street N.W., Suite A",Atlanta,GA,30308,Fulton,361210826,257675713,1107617,N,0,4133,11,06384,Fed,3,OCC,Commercial Lending
261875,"PNC Bank, National Association",Jonesboro Branch,7906 Tara Boulevard,Jonesboro,GA,30236,Clayton,361210826,257675713,16927,N,0,4096,11,06384,Fed,3,OCC,Commercial Lending
567281,"PNC Bank, National Association",Roswell 92 And King Branch,855 Woodstock Road,Roswell,GA,30075,Fulton,361210826,257675713,12291,N,0,4422,11,06384,Fed,3,OCC,Commercial Lending
261874,"PNC Bank, National Association",Roosevelt Highway Branch,9115 Roosevelt Highway (Highway 29),Palmetto,GA,30268,Fulton,361210826,257675713,61521,N,0,4094,11,06384,Fed,3,OCC,Commercial Lending
474174,"PNC Bank, National Association",Duluth Medlock Bridge Branch,9570 Medlock Bridge Road,Duluth,GA,30097,Fulton,361210826,257675713,75965,N,0,4237,11,06384,Fed,3,OCC,Commercial Lending
076780,U.S. Bank National Association,Georgia Trust Branch,"3384 Peachtree Road, N.E.",Atlanta,GA,30326,Fulton,456910206,329468253,0,N,0,2539,30,06548,Fed,3,OCC,All Other > $1 Billion
589074,Fifth Third Bank,Marietta Cobb Pkwy Financial Center Branch,1017 Roswell Street Ne,Marietta,GA,30060,Cobb,138697934,104809057,33,SM,0,1553,11,06672,State,13,FED,Commercial Lending
494387,Fifth Third Bank,Saddle Brook Bank Mart Branch,10945 State Bridge Road,Alpharetta,GA,30022,Fulton,138697934,104809057,11710,SM,0,1497,12,06672,State,13,FED,Commercial Lending
463149,Fifth Third Bank,Johns Creek Financial Center Branch,11033 Medlock Bridge Rd.,Duluth,GA,30097,Fulton,138697934,104809057,30917,SM,0,1430,11,06672,State,13,FED,Commercial Lending
465520,Fifth Third Bank,The Avenue At Webb Gin Branch,"1250 Scenic Highway, Suite 1100",Lawrenceville,GA,30045,Gwinnett,138697934,104809057,27146,SM,0,1431,11,06672,State,13,FED,Commercial Lending
532113,Fifth Third Bank,Georgia Pacific-Downtown Branch,"133 Peachtree Street Ne, Suite 310",Atlanta,GA,30303,Fulton,138697934,104809057,6771,SM,0,1531,12,06672,State,13,FED,Commercial Lending
057152,Fifth Third Bank,Lawrenceville Branch,165 Nash Street,Lawrenceville,GA,30045,Gwinnett,138697934,104809057,24296,SM,0,1490,11,06672,State,13,FED,Commercial Lending
538210,Fifth Third Bank,Powers Ferry Banking Center Branch,1920 Powers Ferry Road Southeast,Marietta,GA,30067,Cobb,138697934,104809057,5044,SM,0,1535,11,06672,State,13,FED,Commercial Lending
494391,Fifth Third Bank,Cambridge Square Bank Mart Branch,2036 Johnson Ferry Road,Atlanta,GA,30319,DeKalb,138697934,104809057,9228,SM,0,1501,12,06672,State,13,FED,Commercial Lending
494390,Fifth Third Bank,Orchard Park Bank Mart Branch,2090 Dunwoody Club Drive,Atlanta,GA,30350,Fulton,138697934,104809057,11737,SM,0,1500,12,06672,State,13,FED,Commercial Lending
510892,Fifth Third Bank,Roswell Bank Mart Branch,2100 Roswell Road,Marietta,GA,30062,Cobb,138697934,104809057,3978,SM,0,1508,12,06672,State,13,FED,Commercial Lending
541283,Fifth Third Bank,Smyrna Cobb Parkway Banking Center Branch,2197 Cobb Parkway Se,Smyrna,GA,30080,Cobb,138697934,104809057,3857,SM,0,1540,11,06672,State,13,FED,Commercial Lending
521833,Fifth Third Bank,Lindbergh Plaza Branch,2555 Piedmont Road Ne Suite 110,Atlanta,GA,30324,Fulton,138697934,104809057,11159,SM,0,1514,11,06672,State,13,FED,Commercial Lending
359553,Fifth Third Bank,Alpharetta Branch,2755 Old Milton Parkway,Alpharetta,GA,30004,Fulton,138697934,104809057,39945,SM,0,1491,11,06672,State,13,FED,Commercial Lending
557490,Fifth Third Bank,Vinings Branch,2810 Paces Ferry Road Se,Atlanta,GA,30339,Cobb,138697934,104809057,7838,SM,0,1548,11,06672,State,13,FED,Commercial Lending
494388,Fifth Third Bank,Haynes Bridge Bank Mart Branch,3000 Old Alabama Road,Alpharetta,GA,30022,Fulton,138697934,104809057,6875,SM,0,1498,12,06672,State,13,FED,Commercial Lending
532110,Fifth Third Bank,The Crossings-Smyrna Branch,3240 S. Cobb Drive,Smyrna,GA,30080,Cobb,138697934,104809057,3099,SM,0,1528,11,06672,State,13,FED,Commercial Lending
446215,Fifth Third Bank,Buckhead Sovereign Banking Center,"3344 Peachtree Road, Suite 500",Atlanta,GA,30326,Fulton,138697934,104809057,875331,SM,0,1427,11,06672,State,13,FED,Commercial Lending
494389,Fifth Third Bank,Peachtree Hill Bank Mart Branch,3455 Peachtree Industrial Boulevard,Duluth,GA,30096,Fulton,138697934,104809057,7476,SM,0,1499,12,06672,State,13,FED,Commercial Lending
510890,Fifth Third Bank,Newchastain Corners Banking Center Branch,3595 Canton Road,Marietta,GA,30066,Cobb,138697934,104809057,3552,SM,0,1506,11,06672,State,13,FED,Commercial Lending
459433,Fifth Third Bank,Peachtree Corners,3670 Holcomb Bridge Road,Norcross,GA,30092,Gwinnett,138697934,104809057,23772,SM,0,1429,11,06672,State,13,FED,Commercial Lending
510893,Fifth Third Bank,Kennesaw Bank Mart Branch,3895 Cherokee Street Nw,Kennesaw,GA,30144,Cobb,138697934,104809057,5693,SM,0,1509,12,06672,State,13,FED,Commercial Lending
510889,Fifth Third Bank,Varner Crossing Bank Mart Branch,4150 Macland Road,Powder Springs,GA,30127,Cobb,138697934,104809057,8213,SM,0,1505,12,06672,State,13,FED,Commercial Lending
455825,Fifth Third Bank,Merchants Walk Financial Center Branch,4209 Rosswell Road,Marietta,GA,30062,Cobb,138697934,104809057,24634,SM,0,1428,11,06672,State,13,FED,Commercial Lending
